"","club","sofifa_id","player_url","short_name","long_name","age","dob","height_cm","weight_kg","nationality","overall","potential","value_eur","wage_eur","player_positions","preferred_foot","international_reputation","weak_foot","skill_moves","work_rate","body_type","real_face","release_clause_eur","player_tags","team_position","team_jersey_number","loaned_from","joined","contract_valid_until","nation_position","nation_jersey_number","pace","shooting","passing","dribbling","defending","physic","gk_diving","gk_handling","gk_kicking","gk_reflexes","gk_speed","gk_positioning","player_traits","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","league","country","player_positions.first","player_positions.class"
"1790","Getafe CF",193844,"https://sofifa.com/player/193844/francisco-portillo-soler/20/159586","Portillo","Francisco Portillo Soler",29,"1990-06-13",169,60,"Spain",76,76,7500000,23000,"RM, LM","Right",1,3,3,"Medium/Medium","Normal","No",15800000,"","RM",8,"","2017-07-01",2021,"",NA,61,72,77,77,55,63,NA,NA,NA,NA,NA,NA,"",79,76,59,78,64,78,76,63,77,77,63,60,72,74,84,68,58,70,63,69,56,56,75,77,62,70,52,56,53,14,15,8,16,11,71,71,71,74,73,73,73,74,75,75,75,74,74,74,74,74,66,65,65,65,66,63,59,59,59,63,"La Liga","Spain","RM","Midfielder"
"1791","Getafe CF",154472,"https://sofifa.com/player/154472/jorge-molina-vidal/20/159586","Jorge Molina","Jorge Molina Vidal",37,"1982-04-22",188,72,"Spain",80,80,5500000,25000,"ST","Right",1,4,3,"Medium/Medium","Stocky","No",11600000,"#Poacher","LS",19,"","2016-07-01",2021,"",NA,39,83,67,70,41,70,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",49,85,82,80,82,73,62,59,57,81,38,39,32,85,35,83,49,31,88,81,77,41,85,72,80,81,45,32,19,6,14,8,13,14,78,78,78,70,76,76,76,70,74,74,74,67,69,69,69,67,49,57,57,57,49,47,55,55,55,47,"La Liga","Spain","ST","Forward"
"1792","Getafe CF",243993,"https://sofifa.com/player/243993/enrique-gallego-puigsech/20/159586","Enric Gallego","Enrique Gallego Puigsech",32,"1986-09-12",189,87,"Spain",74,74,4500000,22000,"ST","Left",1,3,3,"High/Medium","Normal","No",9400000,"","SUB",10,"","2019-07-08",2022,"",NA,64,75,54,65,25,72,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",43,80,78,61,62,66,50,43,45,68,65,63,53,70,60,74,67,62,83,68,59,20,76,65,73,74,22,17,18,10,14,10,12,10,72,72,72,65,69,69,69,65,66,66,66,63,58,58,58,63,44,45,45,45,44,42,43,43,43,42,"La Liga","Spain","ST","Forward"
"1793","Getafe CF",242792,"https://sofifa.com/player/242792/merveil-ndockyt/20/159586","M. Ndockyt","Merveille Ndockyt",20,"1998-07-20",178,63,"Congo",66,76,1000000,5000,"CAM, LM, RM","Left",1,3,2,"Medium/Medium","Normal","No",2400000,"","RES",31,"","2017-08-12",2021,"",NA,63,55,58,62,39,56,NA,NA,NA,NA,NA,NA,"",35,59,46,72,34,62,37,34,68,61,65,62,55,69,70,48,56,64,52,57,58,41,74,62,38,47,42,34,37,14,5,9,11,9,59,59,59,61,63,63,63,61,64,64,64,62,63,63,63,62,51,54,54,54,51,49,46,46,46,49,"La Liga","Spain","CAM","Midfielder"
"1794","Getafe CF",231280,"https://sofifa.com/player/231280/ivan-alejo-peralta/20/159586","Iván Alejo","Iván Alejo Peralta",24,"1995-02-10",184,76,"Spain",74,78,7500000,17000,"RM, LM","Right",1,3,3,"Medium/Medium","Lean","Yes",16300000,"","SUB",23,"","2018-07-26",2023,"",NA,76,70,73,74,43,60,NA,NA,NA,NA,NA,NA,"",76,73,47,76,56,76,70,68,71,75,71,80,71,69,57,70,68,60,65,71,45,39,69,68,47,61,48,39,42,9,12,14,14,10,69,69,69,73,72,72,72,73,72,72,72,72,68,68,68,72,60,57,57,57,60,57,50,50,50,57,"La Liga","Spain","RM","Midfielder"
"1795","Getafe CF",205083,"https://sofifa.com/player/205083/faycal-fajr/20/159586","F. Fajr","Fayçal Fajr",30,"1988-08-01",178,71,"Morocco",77,77,8000000,24000,"CM, CDM, RM","Right",2,4,3,"High/Medium","Lean","No",16800000,"","SUB",21,"","2019-08-01",2021,"",NA,63,73,79,77,68,67,NA,NA,NA,NA,NA,NA,"Selfish, Leadership, Finesse Shot, Speed Dribbler (CPU AI Only)",77,72,49,80,62,76,81,77,81,79,66,61,75,74,72,74,35,70,67,78,70,72,69,77,72,63,67,71,68,15,12,14,15,6,69,69,69,74,73,73,73,74,75,75,75,74,76,76,76,74,72,73,73,73,72,70,67,67,67,70,"La Liga","Spain","CM","Midfielder"
"1796","Getafe CF",240716,"https://sofifa.com/player/240716/mathias-olivera/20/159586","M. Olivera","Mathías Olivera Miramontes",21,"1997-10-31",184,78,"Uruguay",74,83,8000000,13000,"LB, LM","Left",1,3,3,"High/Medium","Normal","No",18400000,"","SUB",17,"","2017-08-14",2023,"",NA,75,50,63,67,72,72,NA,NA,NA,NA,NA,NA,"",72,49,72,69,38,66,58,41,57,70,74,76,68,75,51,56,73,74,70,48,72,70,63,57,42,70,70,76,73,14,14,12,13,15,63,63,63,65,64,64,64,65,64,64,64,67,65,65,65,67,72,69,69,69,72,72,72,72,72,72,"La Liga","Spain","LB","Defender"
"1797","Getafe CF",192816,"https://sofifa.com/player/192816/leandro-cabrera/20/159586","L. Cabrera","Leandro Cabrera",27,"1991-09-06",187,80,"Uruguay",79,82,13500000,26000,"CB, LB","Left",1,3,2,"Low/Medium","Normal","No",29400000,"","LCB",6,"","2018-07-11",2021,"",NA,58,31,58,57,79,80,NA,NA,NA,NA,NA,NA,"Inflexible, Injury Prone, Leadership, Long Passer (CPU AI Only)",64,23,79,64,27,52,46,48,63,64,56,59,64,68,49,42,90,72,83,35,82,77,34,45,49,60,78,79,82,10,16,10,15,16,50,50,50,52,50,50,50,52,52,52,52,55,58,58,58,55,69,71,71,71,69,71,77,77,77,71,"La Liga","Spain","CB","Defender"
"1798","Getafe CF",223952,"https://sofifa.com/player/223952/david-soria-solis/20/159586","David Soria","David Soria Solís",26,"1993-04-04",192,85,"Spain",82,84,19500000,26000,"GK","Right",1,3,1,"Medium/Medium","Lean","Yes",42400000,"","GK",13,"","2018-07-16",2022,"",NA,NA,NA,NA,NA,NA,NA,83,81,71,83,41,82,"Acrobatic Clearance",15,19,24,24,19,16,23,11,33,19,49,34,45,78,42,53,60,43,76,18,24,18,12,45,23,58,22,13,13,83,81,71,82,83,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"1799","Getafe CF",177633,"https://sofifa.com/player/177633/angel-luis-rodriguez-diaz/20/159586","Ángel","Ángel Luís Rodríguez Díaz",32,"1987-04-26",172,68,"Spain",79,79,10000000,31000,"ST","Right",1,3,3,"High/Medium","Lean","No",21000000,"","SUB",9,"","2017-07-06",2020,"",NA,74,79,61,79,34,64,NA,NA,NA,NA,NA,NA,"",56,80,71,73,78,79,49,50,49,82,73,74,74,81,72,81,73,61,66,79,62,26,79,62,69,70,42,23,20,6,13,8,14,11,77,77,77,75,77,77,77,75,74,74,74,72,65,65,65,72,53,52,52,52,53,50,47,47,47,50,"La Liga","Spain","ST","Forward"
"1800","Girona FC",205495,"https://sofifa.com/player/205495/anthony-lozano/20/159586","A. Lozano","Anthony Rubén Lozano Colón",26,"1993-04-25",185,74,"Honduras",71,74,3000000,8000,"ST, RM, LM","Right",1,3,3,"Medium/Low","Normal","No",5000000,"","SUB",19,"","2018-01-30",2022,"",NA,78,69,60,70,34,75,NA,NA,NA,NA,NA,NA,"",51,70,68,66,64,71,60,28,53,69,76,79,71,71,65,66,75,68,84,69,61,14,70,73,67,71,30,40,35,6,6,11,13,8,70,70,70,69,70,70,70,69,69,69,69,67,63,63,63,67,52,51,51,51,52,50,49,49,49,50,"La Liga","Spain","ST","Forward"
"1801","Girona FC",221342,"https://sofifa.com/player/221342/pablo-maffeo-becerra/20/159586","Pablo Maffeo","Pablo Maffeo Becerra",21,"1997-07-12",172,70,"Spain",74,82,7500000,6000,"RWB, RM, RB","Right",1,3,3,"Medium/Medium","Lean","Yes",NA,"","RWB",20,"VfB Stuttgart","",2020,"",NA,86,52,68,76,73,63,NA,NA,NA,NA,NA,NA,"",75,53,68,74,21,75,71,34,63,76,88,84,82,63,83,57,60,66,63,52,62,69,67,64,37,62,73,76,75,10,7,14,12,15,65,65,65,71,68,68,68,71,69,69,69,71,68,68,68,71,73,69,69,69,73,73,70,70,70,73,"La Liga","Spain","RWB","Defender"
"1802","Girona FC",237424,"https://sofifa.com/player/237424/seung-ho-paik/20/159586","Paik Seung Ho","<U+BC31><U+C2B9><U+D638> Seung Ho Paik",22,"1997-03-17",180,68,"Korea Republic",65,75,850000,2000,"CM, RW, LW","Right",1,5,3,"Medium/Medium","Normal","No",1500000,"","SUB",35,"","2017-08-21",2020,"",NA,68,59,60,67,53,58,NA,NA,NA,NA,NA,NA,"",52,61,50,66,31,69,38,42,62,68,67,68,65,64,54,61,58,62,59,62,52,65,57,64,48,59,35,65,53,5,12,6,15,10,61,61,61,63,64,64,64,63,64,64,64,63,64,64,64,63,60,60,60,60,60,59,56,56,56,59,"La Liga","Spain","CM","Midfielder"
"1803","Girona FC",194730,"https://sofifa.com/player/194730/juan-carlos-martin-corral/20/159586","Juan Carlos","Juan Carlos Martín Corral",31,"1988-01-20",187,82,"Spain",73,73,2600000,7000,"GK","Right",1,3,1,"Medium/Medium","Normal","No",4100000,"","GK",1,"","2019-07-01",2021,"",NA,NA,NA,NA,NA,NA,NA,72,73,75,74,60,72,"Flair",32,14,19,25,15,13,30,12,27,22,58,61,56,68,58,56,70,42,61,15,13,20,11,33,30,51,25,20,21,72,73,75,72,74,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"1804","Girona FC",189709,"https://sofifa.com/player/189709/pedro-alcala-guirado/20/159586","Alcalá","Pedro Alcalá Guirado",30,"1989-03-19",196,93,"Spain",74,74,4600000,9000,"CB","Right",1,4,2,"Medium/Medium","Normal","Yes",7300000,"#Strength","RCB",5,"","2015-08-30",2021,"",NA,34,48,59,52,73,77,NA,NA,NA,NA,NA,NA,"Long Throw-in",45,30,73,68,37,50,62,65,66,63,31,37,31,73,32,80,60,53,92,68,72,72,26,48,39,69,73,74,68,15,10,8,8,11,53,53,53,48,51,51,51,48,52,52,52,50,59,59,59,50,60,68,68,68,60,62,72,72,72,62,"La Liga","Spain","CB","Defender"
"1805","Girona FC",224010,"https://sofifa.com/player/224010/jose-aurelio-suarez-garcia/20/159586","José Suárez","José Aurelio Suárez García",23,"1995-12-18",187,80,"Spain",67,75,875000,2000,"GK","Right",1,3,1,"Medium/Medium","Normal","Yes",1600000,"","SUB",30,"","2017-07-08",2021,"",NA,NA,NA,NA,NA,NA,NA,68,64,70,69,47,67,"",20,19,18,23,17,13,17,14,26,25,48,46,49,56,54,53,53,42,65,20,20,17,11,32,29,47,10,15,18,68,64,70,67,69,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"1806","Girona FC",192715,"https://sofifa.com/player/192715/juan-pedro-ramirez-lopez/20/159586","Juanpe","Juan Pedro Ramírez López",28,"1991-04-30",190,85,"Spain",73,74,3900000,9000,"CB","Right",1,3,2,"Low/High","Normal","Yes",6600000,"","CB",15,"","2016-07-07",2022,"",NA,53,35,56,49,70,79,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",35,35,73,74,13,40,28,35,60,68,42,62,32,70,32,48,71,72,84,27,76,72,32,54,37,67,65,72,71,11,8,11,8,13,51,51,51,48,51,51,51,48,53,53,53,53,60,60,60,53,63,69,69,69,63,65,72,72,72,65,"La Liga","Spain","CB","Defender"
"1807","Girona FC",221179,"https://sofifa.com/player/221179/sebastian-coris-cardenosa/20/159586","Sebas Coris","Sebastián Coris Cardeñosa",26,"1993-05-31",182,72,"Spain",67,68,900000,4000,"RM, RWB","Right",1,3,3,"Medium/Medium","Normal","No",1500000,"","SUB",16,"","2014-08-14",2020,"",NA,79,58,62,65,55,60,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Early Crosser",68,63,55,66,47,64,39,35,63,66,76,81,71,63,49,50,57,73,64,59,33,58,61,60,49,58,45,63,58,21,17,18,26,27,62,62,62,66,63,63,63,66,64,64,64,66,63,63,63,66,64,60,60,60,64,63,56,56,56,63,"La Liga","Spain","RM","Midfielder"
"1808","Girona FC",198143,"https://sofifa.com/player/198143/samuel-saiz-alonso/20/159586","Samu Sáiz","Samuel Sáiz Alonso",28,"1991-01-22",174,68,"Spain",73,73,4000000,9000,"CAM, CM, LM","Right",1,3,4,"High/Medium","Stocky","No",6500000,"","SUB",14,"","2019-07-18",2023,"",NA,75,69,70,75,25,59,NA,NA,NA,NA,NA,NA,"Injury Free, Selfish, Crowd Favourite, Skilled Dribbling",71,67,40,66,62,75,80,68,67,73,78,72,82,67,84,69,70,70,56,71,52,19,71,77,75,69,22,30,14,9,9,14,15,15,66,66,66,72,70,70,70,72,71,71,71,71,65,65,65,71,51,48,48,48,51,46,38,38,38,46,"La Liga","Spain","CAM","Midfielder"
"1809","Girona FC",204450,"https://sofifa.com/player/204450/pape-maly-diamanka/20/159586","P. Diamanka","Pape Maly Diamanka",29,"1990-01-10",182,72,"Senegal",71,71,2300000,7000,"CM, CDM","Right",1,3,3,"Medium/Medium","Lean","No",3600000,"","RCM",23,"","2019-07-05",2022,"",NA,75,66,64,64,71,82,NA,NA,NA,NA,NA,NA,"",48,64,56,72,55,63,43,45,70,66,74,75,70,71,42,79,89,84,81,65,78,73,69,70,41,72,72,72,74,15,16,10,7,9,68,68,68,66,68,68,68,66,68,68,68,67,70,70,70,67,70,72,72,72,70,70,72,72,72,70,"La Liga","Spain","CM","Midfielder"
"1810","Girona FC",246351,"https://sofifa.com/player/246351/valery-fernandez-estrada/20/159586","Valery","Valery Fernández Estrada",19,"1999-11-23",182,75,"Spain",68,81,1700000,3000,"LM, RB, RWB","Right",1,3,3,"Medium/Medium","Lean","No",3700000,"","SUB",34,"","2018-07-01",2021,"",NA,83,55,62,70,62,59,NA,NA,NA,NA,NA,NA,"",62,58,45,63,48,70,61,48,60,68,84,82,73,67,70,51,56,65,58,53,55,65,65,64,52,67,63,65,63,7,12,13,9,10,61,61,61,67,65,65,65,67,66,66,66,67,64,64,64,67,66,63,63,63,66,65,61,61,61,65,"La Liga","Spain","LM","Midfielder"
"1811","Girona FC",186537,"https://sofifa.com/player/186537/cristhian-stuani/20/159586","C. Stuani","Cristhian Ricardo Stuani Curbelo",32,"1986-10-12",186,76,"Uruguay",79,79,10000000,15000,"ST","Right",1,3,4,"Medium/Low","Lean","Yes",16000000,"","ST",7,"","2017-07-21",2022,"",NA,69,78,69,75,48,82,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only), Crowd Favourite",68,80,85,74,73,76,66,57,65,77,69,69,65,81,62,77,90,86,80,74,81,36,82,69,90,79,45,49,42,16,14,9,16,8,78,78,78,74,76,76,76,74,74,74,74,74,71,71,71,74,62,62,62,62,62,60,60,60,60,60,"La Liga","Spain","ST","Forward"
"1812","Girona FC",200517,"https://sofifa.com/player/200517/carles-planas-antolinez/20/159586","Carles Planas","Carles Planas Antolínez",28,"1991-03-04",173,76,"Spain",72,72,2700000,8000,"LB, LWB","Left",1,3,3,"Medium/Medium","Normal","Yes",4300000,"","SUB",21,"","2017-07-13",2020,"",NA,71,53,66,69,68,77,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Injury Prone",74,52,68,70,35,68,59,55,58,70,69,73,70,72,75,54,86,76,78,56,73,73,61,59,51,68,62,70,72,15,11,15,12,14,63,63,63,66,64,64,64,66,65,65,65,67,66,66,66,67,71,69,69,69,71,71,70,70,70,71,"La Liga","Spain","LB","Defender"
"1813","Girona FC",214944,"https://sofifa.com/player/214944/gerard-gumbau-garriga/20/159586","Gumbau","Gerard Gumbau Garriga",24,"1994-12-18",187,77,"Spain",71,77,3000000,6000,"CDM, CM","Left",1,3,3,"Medium/Medium","Lean","Yes",5300000,"","SUB",24,"","2019-08-14",2022,"",NA,30,64,70,65,69,58,NA,NA,NA,NA,NA,NA,"Leadership",48,60,68,81,46,64,64,62,79,77,31,30,54,58,34,72,33,39,70,73,60,70,55,67,50,61,61,76,70,10,14,14,12,9,62,62,62,60,63,63,63,60,65,65,65,59,69,69,69,59,60,69,69,69,60,60,67,67,67,60,"La Liga","Spain","CDM","Midfielder"
"1814","Girona FC",223682,"https://sofifa.com/player/223682/alex-granell-nogue/20/159586","Granell","Àlex Granell Nogué",30,"1988-08-02",175,70,"Spain",75,75,6000000,11000,"CM, LWB","Left",1,4,3,"Medium/Medium","Normal","Yes",9600000,"","LCM",6,"","2014-07-01",2022,"",NA,61,72,77,71,65,67,NA,NA,NA,NA,NA,NA,"Avoids Using Weaker Foot, Leadership, Argues with Officials",73,71,55,78,56,70,80,76,77,72,65,58,69,71,77,73,67,68,65,77,72,72,72,77,75,71,55,73,65,6,13,13,14,14,68,68,68,71,71,71,71,71,72,72,72,71,74,74,74,71,69,71,71,71,69,67,66,66,66,67,"La Liga","Spain","CM","Midfielder"
"1815","Girona FC",198843,"https://sofifa.com/player/198843/aday-benitez-caraballo/20/159586","Aday Benítez","Francesc Aday Benítez Caraballo",31,"1987-12-16",179,75,"Spain",73,73,2900000,8000,"LWB, RWB","Right",1,4,3,"High/Medium","Normal","Yes",4600000,"","SUB",11,"","2014-07-16",2021,"",NA,70,51,65,74,69,62,NA,NA,NA,NA,NA,NA,"",73,55,63,70,43,73,66,51,62,75,69,70,80,73,68,47,32,80,56,39,62,69,65,53,68,66,68,72,70,9,15,11,8,16,62,62,62,67,65,65,65,67,65,65,65,69,66,66,66,69,71,68,68,68,71,71,66,66,66,71,"La Liga","Spain","LWB","Defender"
"1816","Girona FC",209981,"https://sofifa.com/player/209981/yassine-bounou/20/159586","Y. Bounou","Yassine Bounou",28,"1991-04-05",192,78,"Morocco",77,78,7500000,9000,"GK","Left",1,3,1,"Medium/Medium","Normal","Yes",12600000,"","SUB",13,"","2016-07-12",2021,"",NA,NA,NA,NA,NA,NA,NA,75,77,75,76,35,75,"Flair",15,14,14,39,13,20,12,19,44,12,37,34,38,77,29,56,48,43,69,19,25,12,10,60,24,57,20,18,15,75,77,75,75,76,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"1817","Girona FC",236692,"https://sofifa.com/player/236692/marc-gual-huguet/20/159586","Marc Gual","Marc Gual Huguet",23,"1996-03-13",184,73,"Spain",69,76,1500000,5000,"ST","Right",1,3,3,"Medium/Medium","Lean","No",NA,"","SUB",9,"Sevilla FC","",2020,"",NA,69,67,56,68,22,63,NA,NA,NA,NA,NA,NA,"",48,68,68,66,68,71,50,51,45,68,65,73,58,64,66,70,71,73,67,65,36,19,70,58,55,63,18,14,15,6,8,8,10,12,68,68,68,65,67,67,67,65,65,65,65,64,58,58,58,64,46,42,42,42,46,43,37,37,37,43,"La Liga","Spain","ST","Forward"
"1818","Girona FC",196935,"https://sofifa.com/player/196935/ignasi-miquel-i-pons/20/159586","Ignasi Miquel","Ignasi Miquel i Pons",26,"1992-09-28",189,80,"Spain",73,77,4600000,8000,"CB","Left",1,3,2,"Low/High","Lean","No",NA,"","LCB",2,"Getafe CF","",2020,"",NA,60,28,56,59,73,72,NA,NA,NA,NA,NA,NA,"",49,18,72,69,26,55,27,24,58,69,58,62,57,70,33,57,58,64,76,21,75,74,26,54,43,62,72,73,72,11,7,6,6,9,49,49,49,51,51,51,51,51,53,53,53,55,59,59,59,55,66,69,69,69,66,67,72,72,72,67,"La Liga","Spain","CB","Defender"
"1819","Girona FC",228357,"https://sofifa.com/player/228357/kevin-soni/20/159586","K. Soni","Kévin Soni",21,"1998-04-17",183,76,"Cameroon",67,79,1400000,3000,"CAM, ST, LM","Left",1,3,3,"Medium/Medium","Normal","No",2500000,"","SUB",27,"","2017-07-21",2022,"",NA,79,60,59,71,44,67,NA,NA,NA,NA,NA,NA,"Injury Free",57,64,64,60,57,72,57,48,55,70,78,80,75,63,71,58,70,65,72,52,57,32,65,63,53,59,50,42,37,8,12,7,8,9,65,65,65,66,66,66,66,66,65,65,65,66,60,60,60,66,55,53,53,53,55,54,52,52,52,54,"La Liga","Spain","CAM","Midfielder"
"1820","Girona FC",194761,"https://sofifa.com/player/194761/borja-garcia-freire/20/159586","Borja García","Borja García Freire",28,"1990-11-02",175,72,"Spain",75,75,6500000,11000,"LM, CF, CM","Right",1,3,3,"High/Medium","Normal","Yes",10400000,"","LM",10,"","2015-08-26",2022,"",NA,79,70,73,76,58,65,NA,NA,NA,NA,NA,NA,"Argues with Officials, Finesse Shot",70,71,53,76,59,75,67,54,74,77,81,77,77,70,77,67,73,67,68,76,52,66,72,74,62,68,45,68,59,9,13,13,12,16,70,70,70,74,73,73,73,74,74,74,74,74,73,73,73,74,68,67,67,67,68,66,62,62,62,66,"La Liga","Spain","LM","Midfielder"
"1821","Girona FC",224584,"https://sofifa.com/player/224584/jairo-izquierdo-gonzalez/20/159586","Jairo","Jairo Izquierdo González",25,"1993-10-22",165,64,"Spain",68,71,1100000,4000,"LM, CAM, RM","Left",1,3,3,"High/Medium","Lean","No",1900000,"","RM",8,"","2018-08-18",2022,"",NA,89,62,61,72,27,45,NA,NA,NA,NA,NA,NA,"Early Crosser",67,64,40,65,57,71,54,48,58,70,90,88,86,49,92,64,47,56,43,56,35,26,66,55,61,60,30,21,26,8,10,7,13,13,62,62,62,68,65,65,65,68,65,65,65,67,57,57,57,67,51,44,44,44,51,47,36,36,36,47,"La Liga","Spain","LM","Midfielder"
"1822","Girona FC",214026,"https://sofifa.com/player/214026/johan-mojica/20/159586","J. Mojica","Johan Andrés Mojica Palacio",26,"1992-08-21",185,73,"Colombia",75,76,7000000,10000,"LWB, LM, LB","Left",1,2,3,"High/Low","Lean","Yes",11700000,"#Speedster","LWB",3,"","2018-07-02",2022,"",NA,90,65,72,74,69,72,NA,NA,NA,NA,NA,NA,"Early Crosser",76,62,55,74,43,75,74,68,69,76,90,90,73,69,61,80,74,70,71,61,75,71,69,65,67,70,66,74,75,13,8,14,9,15,70,70,70,73,72,72,72,73,71,71,71,74,70,70,70,74,74,71,71,71,74,73,70,70,70,73,"La Liga","Spain","LWB","Defender"
"1823","Girona FC",231526,"https://sofifa.com/player/231526/yhoan-andzouana/20/159586","Y. Andzouana","Yhoan Andzouana",22,"1996-12-13",179,70,"Congo",63,72,575000,2000,"LM","Right",1,3,2,"Medium/Medium","Lean","No",1000000,"","RES",26,"","2017-07-31",2020,"",NA,75,58,58,64,37,55,NA,NA,NA,NA,NA,NA,"",60,59,39,61,52,62,55,40,59,64,77,74,71,59,71,66,52,58,61,51,38,25,57,56,61,60,50,32,32,9,10,7,7,6,59,59,59,62,61,61,61,62,60,60,60,62,56,56,56,62,51,48,48,48,51,49,43,43,43,49,"La Liga","Spain","LM","Midfielder"
"1824","Girona FC",192766,"https://sofifa.com/player/192766/marc-muniesa-martinez/20/159586","Marc Muniesa","Marc Muniesa Martínez",27,"1992-03-27",179,72,"Spain",73,76,4300000,8000,"CB, LB","Left",1,3,2,"Medium/Medium","Lean","Yes",7200000,"","RES",4,"","2018-07-02",2021,"",NA,48,43,64,66,72,71,NA,NA,NA,NA,NA,NA,"Power Free-Kick",67,42,69,70,32,63,66,40,56,71,38,57,62,69,66,46,88,70,68,37,77,76,61,61,50,74,70,72,73,14,12,16,15,10,57,57,57,59,59,59,59,59,61,61,61,61,64,64,64,61,68,69,69,69,68,68,71,71,71,68,"La Liga","Spain","CB","Defender"
"1825","Göztepe SK",226928,"https://sofifa.com/player/226928/berkan-emir/20/159586","B. Emir","Berkan Emir",31,"1988-02-06",178,73,"Turkey",66,66,475000,7000,"LB","Left",1,2,2,"Low/High","Normal","No",950000,"","SUB",41,"","2018-07-06",2020,"",NA,71,46,56,63,67,62,NA,NA,NA,NA,NA,NA,"",58,32,52,62,29,64,51,46,54,62,73,70,63,56,68,65,64,64,61,58,60,66,57,48,49,52,69,70,72,13,13,15,13,8,54,54,54,58,57,57,57,58,57,57,57,59,58,58,58,59,64,62,62,62,64,65,64,64,64,65,"Süper Lig","Turkey","LB","Defender"
"1826","Göztepe SK",222830,"https://sofifa.com/player/222830/fausto-grillo/20/159586","F. Grillo","Fausto Grillo",26,"1993-02-20",181,78,"Argentina",67,71,875000,8000,"CB, LB","Left",1,3,2,"Medium/Medium","Normal","No",1800000,"","SUB",26,"","2018-07-10",2020,"",NA,73,35,48,62,65,74,NA,NA,NA,NA,NA,NA,"",48,33,67,55,43,63,38,39,31,55,71,74,70,64,66,32,89,74,74,36,68,60,44,53,48,53,66,66,65,7,16,10,13,14,51,51,51,54,53,53,53,54,53,53,53,55,52,52,52,55,62,59,59,59,62,63,65,65,65,63,"Süper Lig","Turkey","CB","Defender"
